Name,Date,State
Kansas City,02/01/1902,Missouri
Kearney,12/15/1900,Missouri
Keytesville,10/01/1902,Missouri
Kidder,12/15/1903,Missouri
Kimmswick,06/01/1904,Missouri
King City,09/01/1903,Missouri
Kingston,03/01/1900,Missouri
Kingsville,07/01/1902,Missouri
Kirksville,09/01/1902,Missouri
Knobnoster,12/01/1902,Missouri
Knox City,03/01/1901,Missouri
La Belle,08/01/1899,Missouri
Laclede,03/02/1903,Missouri
Lacrosse,02/02/1903,Missouri
Laddonia,10/01/1902,Missouri
Lagrange,08/01/1903,Missouri
Lakenan,10/01/1902,Missouri
Lamar ,08/01/1901,Missouri
Lamonte,07/01/1902,Missouri
Lancaster,09/01/1903,Missouri
Langdon,09/01/1903,Missouri
Laplata,10/01/1901,Missouri
Laredo,03/01/1902,Missouri
Lathrop,12/15/1900,Missouri
Latour,12/15/1903,Missouri
Lawson,10/01/1901,Missouri
Lebanon,05/16/1904,Missouri
Lees Summit,05/01/1899,Missouri
Leeton,12/15/1903,Missouri
Lemonville,12/15/1903,Missouri
Lentner,11/01/1902,Missouri
Leonard,01/15/1904,Missouri
Lewistown,04/15/1901,Missouri
Lexington,03/01/1899,Missouri
Liberal,10/01/1902,Missouri
Liberty,04/16/1900,Missouri
Lincoln,12/15/1903,Missouri
Linneus,02/01/1901,Missouri
Lisle,07/01/1904,Missouri
Livonia,11/15/1904,Missouri
Lock Spring,04/01/1903,Missouri
Lockwood,12/01/1902,Missouri
Louisiana,07/01/1901,Missouri
Lowry City,01/01/1904,Missouri
Lucerne,08/15/1904,Missouri
Lupus,11/01/1904,Missouri
Luray,03/02/1903,Missouri
Macomb,12/01/1904,Missouri
Madison,03/02/1903,Missouri
Maitland,08/01/1900,Missouri
Maltabend,05/16/1904,Missouri
Mansfield,07/01/1904,Missouri
Marceline,11/01/1902,Missouri
Marionville,04/01/1903,Missouri
Marling,09/01/1903,Missouri
Marshall,02/02/1903,Missouri
Marshfield,09/01/1904,Missouri
Marthasville,05/16/1904,Missouri
Martin City,02/01/1902,Missouri
Martinsburg,01/15/1904,Missouri
Martinsville,07/01/1904,Missouri
Marysville,03/01/1899,Missouri
Maysville,11/01/1901,Missouri
Mayview,11/02/1903,Missouri
Maywood,08/01/1903,Missouri
Mc Fall,09/01/1903,Missouri
Mc Girk,11/15/1904,Missouri
Meadville,11/01/1901,Missouri
Medoc,11/01/1904,Missouri
Melbourne,09/15/1903,Missouri
Memphis,06/01/1901,Missouri
Mendon,03/02/1903,Missouri
Mendota,11/15/1904,Missouri
Mercer,11/16/1903,Missouri
Merwin,02/01/1904,Missouri
Mexico,03/15/1901,Missouri
Miami,02/02/1903,Missouri
Miami Station,09/01/1903,Missouri
Middletown,01/15/1904,Missouri
Milan,11/01/1902,Missouri
Miller,04/15/1904,Missouri
Millersville,11/15/1904,Missouri
Millgrove,09/15/1903,Missouri
Millville,10/15/1904,Missouri
Milo,11/16/1903,Missouri
Mineola,11/01/1904,Missouri
Moberly,08/01/1901,Missouri
Mokane,09/15/1904,Missouri
Monett,08/01/1901,Missouri
Monroe City,08/01/1902,Missouri
Montgomery City,03/01/1904,Missouri
Monticello,04/01/1902,Missouri
Montrose,02/01/1902,Missouri
Montserrat,12/15/1903,Missouri
Mooresville,09/01/1903,Missouri
Mora,09/01/1902,Missouri
Moscow Mills,08/15/1904,Missouri
Mound City,10/01/1901,Missouri
Moundville,11/02/1903,Missouri
Mount Leonard,07/01/1904,Missouri
Mount Vernon,03/02/1903,Missouri
Mountaingrove,11/15/1904,Missouri
Napoleon,09/01/1903,Missouri
Napton,02/02/1903,Missouri
Nashua,10/15/1904,Missouri
Nelson,06/01/1899,Missouri
Nelsonville,11/15/1904,Missouri
Neosho,08/01/1901,Missouri
Nettleton,02/01/1904,Missouri
Nevada,07/01/1901,Missouri
New Bloomfield,05/16/1904,Missouri
New Boston,03/02/1903,Missouri
New Cambria,11/01/1902,Missouri
New Florence,10/01/1902,Missouri
New Franklin,03/01/1904,Missouri
New Hampton,04/01/1903,Missouri
New Hartford,04/15/1904,Missouri
New London,12/01/1902,Missouri
Newark,09/15/1903,Missouri
Newhaven,07/01/1903,Missouri
Newton,05/01/1903,Missouri
Norborne,01/15/1901,Missouri
North Salem,12/01/1904,Missouri
Norwood,03/02/1903,Missouri
Novelty,09/15/1903,Missouri
Novinger,10/01/1904,Missouri
O’ Fallon,02/02/1903,Missouri
Oakgrove,02/01/1902,Missouri
Oakwood,02/02/1903,Missouri
Odessa,03/01/1901,Missouri
Ohio,12/15/1903,Missouri
Oregon,10/01/1901,Missouri
Oronogo,11/01/1901,Missouri
Orrick,09/01/1903,Missouri
Osborn,07/01/1901,Missouri
Otterville,03/01/1904,Missouri
Overton,05/16/1904,Missouri
Ovid,08/15/1904,Missouri
Owensville,02/02/1903,Missouri
Palmyra,02/15/1901,Missouri
Paris,09/01/1902,Missouri
Parkville,11/01/1900,Missouri
Parnell,08/01/1900,Missouri
Pattonsburg,08/01/1901,Missouri
Peculiar,11/01/1902,Missouri
Perry,09/15/1903,Missouri
Perryville,11/02/1903,Missouri
Philadelphia,10/15/1904,Missouri
Phillipsburg,09/01/1904,Missouri
Pickering,10/15/1903,Missouri
Piedmont,09/01/1904,Missouri
Pierce City,04/01/1903,Missouri
Pilotgrove,09/15/1903,Missouri
Pineville,09/01/1904,Missouri
Pittsville,09/01/1903,Missouri
Platte City,07/05/1899,Missouri
Plattsburg,11/01/1901,Missouri
Pleasant Hill,02/01/1902,Missouri
Pollock,11/01/1904,Missouri
Polo,11/01/1901,Missouri
