Name,Date,State
Hardwick,01/15/1904,Minnesota
Harris,12/02/1901,Minnesota
Hartland,09/01/1904,Minnesota
Hastings,02/02/1903,Minnesota
Hasty,11/01/1904,Minnesota
Hawick,09/01/1904,Minnesota
Hawley,04/01/1904,Minnesota
Hayfield,02/01/1902,Minnesota
Hector,04/01/1902,Minnesota
Henderson,03/02/1903,Minnesota
Hendricks,09/01/1903,Minnesota
Hendrum,06/15/1904,Minnesota
Henning,01/01/1904,Minnesota
Heron Lake,09/01/1902,Minnesota
Hewitt,04/15/1904,Minnesota
Highwood,09/15/1902,Minnesota
Hills,04/01/1904,Minnesota
Hitterdal,09/01/1904,Minnesota
Hoffman,05/02/1904,Minnesota
Hokah,06/01/1904,Minnesota
Holloway,03/02/1903,Minnesota
Hopkins,04/01/1902,Minnesota
Houston,07/01/1902,Minnesota
Howard Lake,03/02/1903,Minnesota
Hubbard,02/01/1902,Minnesota
Hugo,09/15/1902,Minnesota
Hutchinson,11/02/1903,Minnesota
Imogen,12/15/1904,Minnesota
Iona,02/01/1904,Minnesota
Isanti,11/01/1902,Minnesota
Ivanhoe,06/15/1904,Minnesota
Jackson,06/04/1900,Minnesota
Janesville,12/01/1902,Minnesota
Jeffers,10/01/1904,Minnesota
Jordan,04/01/1903,Minnesota
Kandiyohi,08/01/1904,Minnesota
Kasota,09/01/1904,Minnesota
Kasson ,02/01/1902,Minnesota
Kellogg,12/01/1902,Minnesota
Kensington,06/15/1904,Minnesota
Kenyon,10/01/1902,Minnesota
Kerkhoven,04/01/1903,Minnesota
Kiester,05/02/1904,Minnesota
Kilkenny,03/01/1904,Minnesota
Kilkenny,05/02/1904,Minnesota
Kimball,02/15/1904,Minnesota
Kimbrae,11/01/1902,Minnesota
La Crescent,07/01/1902,Minnesota
Lafayette,09/01/1903,Minnesota
Laird,02/02/1903,Minnesota
Lake Benton,02/02/1903,Minnesota
Lake City,05/15/1901,Minnesota
Lake Crystal,11/01/1900,Minnesota
Lake Elmo,07/01/1901,Minnesota
Lake Wilson,09/01/1902,Minnesota
Lakefield,06/04/1900,Minnesota
Lakeland,09/15/1902,Minnesota
Lakepark,05/02/1904,Minnesota
Lakeville,02/01/1902,Minnesota
Lamberton,11/01/1902,Minnesota
Lamoille,09/01/1904,Minnesota
Lanesboro,11/15/1900,Minnesota
Lansing,03/02/1903,Minnesota
Leroy,02/02/1903,Minnesota
Lester Prairie,04/01/1904,Minnesota
Lesueur,03/15/1900,Minnesota
Lesueur Center,03/01/1904,Minnesota
Lewiston,11/01/1902,Minnesota
Lindstrom,12/15/1903,Minnesota
Litchfield,03/15/1900,Minnesota
Littlefalls,10/01/1903,Minnesota
Long Lake,09/02/1901,Minnesota
Long Prairie,10/01/1901,Minnesota
Loretto,02/01/1902,Minnesota
Louisburg,02/02/1903,Minnesota
Lowry,02/02/1903,Minnesota
Luverne,04/01/1902,Minnesota
Lyle,05/02/1904,Minnesota
Lynd,12/04/1899,Minnesota
Mabel,07/01/1902,Minnesota
Madelia,08/01/1900,Minnesota
Madison,10/01/1900,Minnesota
Madison Lake,03/02/1903,Minnesota
Mankato,10/01/1900,Minnesota
Mantorville,02/01/1902,Minnesota
Maple Plain,07/01/1901,Minnesota
Maplelake,10/01/1903,Minnesota
Mapleton,02/01/1902,Minnesota
Marietta,02/02/1903,Minnesota
Marine Mills,02/01/1901,Minnesota
Marshall,06/11/1900,Minnesota
Mayer,03/02/1903,Minnesota
Maynard,02/01/1904,Minnesota
Mazeppa,12/01/1902,Minnesota
Mc Intosh,09/01/1904,Minnesota
Medford,02/02/1903,Minnesota
Melrose,04/01/1904,Minnesota
Mendota,04/01/1902,Minnesota
Milan,02/02/1903,Minnesota
Millerville,10/01/1904,Minnesota
Minneapolis,04/01/1902,Minnesota
Minneiska,02/02/1903,Minnesota
Minnesota Lake,05/02/1904,Minnesota
Minnetonka,04/01/1902,Minnesota
Monterey,03/01/1904,Minnesota
Montevideo,05/14/1900,Minnesota
Montgomery,04/01/1904,Minnesota
Monticello,09/02/1901,Minnesota
Montrose,03/02/1903,Minnesota
Mora,04/15/1904,Minnesota
Morgan,02/02/1903,Minnesota
Morris,02/02/1903,Minnesota
Morristown,02/02/1903,Minnesota
Morton,12/15/1903,Minnesota
Mound,09/01/1902,Minnesota
Mountain Lake,06/01/1901,Minnesota
Nerstrand,03/01/1901,Minnesota
New Brighton,05/01/1901,Minnesota
New London,02/01/1904,Minnesota
New Paynesville,01/01/1904,Minnesota
New Prague,04/01/1903,Minnesota
New Richland,08/01/1902,Minnesota
