Name,State,Date
Hickory Point,Tennessee,11/01/1904
Hill City,Tennessee,04/01/1902
Hohenwald,Tennessee,06/01/1904
Holladay,Tennessee,04/15/1904
Hollow Rock,Tennessee,06/01/1904
Horton,Tennessee,09/01/1903
Humboldt,Tennessee,02/02/1903
Huntingdon,Tennessee,04/01/1903
Huntland,Tennessee,07/15/1904
Huron,Tennessee,08/15/1904
Idol,Tennessee,03/01/1902
Indian Springs,Tennessee,01/02/1903
Jacksboro,Tennessee,02/15/1901
Jackson,Tennessee,04/01/1903
Jearoldstown,Tennessee,12/15/1903
Jefferson City,Tennessee,05/15/1901
Jellico,Tennessee,12/15/1903
Jingo,Tennessee,09/15/1904
Jingo,Tennessee,11/01/1904
Joelton,Tennessee,07/01/1902
Johnson City,Tennessee,02/01/1899
Johnsonville,Tennessee,04/01/1904
Jones,Tennessee,12/15/1903
Jonesboro,Tennessee,02/15/1899
Joppa,Tennessee,04/01/1902
Juno,Tennessee,02/01/1904
Kelso,Tennessee,09/01/1903
Keltonburg,Tennessee,11/15/1904
Kenton,Tennessee,02/02/1903
Kerrville,Tennessee,11/01/1902
Kingston,Tennessee,04/01/1903
Kingston Springs,Tennessee,10/01/1903
Kizer,Tennessee,11/02/1903
Knoxville,Tennessee,10/01/1900
Kodak,Tennessee,05/01/1903
Kyles Ford,Tennessee,07/15/1904
Lafayette,Tennessee,10/01/1904
Lafollette,Tennessee,03/01/1902
Lancaster,Tennessee,10/15/1904
Lascassas,Tennessee,11/16/1903
Laurel Bloomery,Tennessee,04/01/1902
Lavergne,Tennessee,07/01/1902
Lavinia,Tennessee,05/16/1904
Lawrenceburg,Tennessee,05/15/1902
Leas Springs,Tennessee,11/01/1901
Lebanon,Tennessee,08/01/1902
Lee Valley,Tennessee,05/01/1903
Leipers Fork,Tennessee,01/01/1904
Lenoir City,Tennessee,11/01/1902
Lewisburg,Tennessee,02/01/1902
Lexington,Tennessee,02/01/1904
Liberty,Tennessee,05/01/1903
Libertyhill,Tennessee,09/15/1903
Limestone,Tennessee,12/01/1900
Lincoln,Tennessee,11/15/1904
Linden,Tennessee,10/01/1902
Lobelville,Tennessee,05/02/1904
Lone Mountain,Tennessee,10/01/1900
Longcreek,Tennessee,10/01/1904
Lostcreek,Tennessee,12/01/1903
Loudon,Tennessee,06/11/1900
Louisville,Tennessee,08/01/1902
Lovedale,Tennessee,07/02/1900
Lucy,Tennessee,11/02/1903
Luray,Tennessee,12/01/1903
Luther,Tennessee,05/01/1903
Luttrell,Tennessee,09/02/1901
Lutts,Tennessee,06/01/1904
Lynville,Tennessee,02/01/1902
Madisonville,Tennessee,09/01/1903
Maggie,Tennessee,08/15/1904
Manchester,Tennessee,04/15/1904
Mansfield,Tennessee,07/15/1903
Manson,Tennessee,11/16/1903
Martel,Tennessee,05/01/1903
Martha,Tennessee,07/01/1904
Martins Mills,Tennessee,06/01/1904
Maryville,Tennessee,05/15/1901
Mascot,Tennessee,02/01/1902
Match,Tennessee,07/15/1903
Maynardville,Tennessee,04/01/1902
Mc Donald,Tennessee,10/15/1904
Mc Ewen,Tennessee,04/01/1904
Mc Kenzie,Tennessee,03/01/1902
Mc Minnville,Tennessee,04/15/1902
Medina,Tennessee,12/15/1903
Memphis,Tennessee,07/01/1902
Midway,Tennessee,02/01/1902
Milan,Tennessee,04/15/1904
Milldale,Tennessee,04/01/1903
Millpoint,Tennessee,05/16/1904
Milton,Tennessee,12/15/1904
Model,Tennessee,11/02/1903
Mohawk,Tennessee,02/01/1902
Montezuma,Tennessee,09/15/1904
Mooresburg,Tennessee,10/01/1900
Morristown,Tennessee,04/01/1898
Mosheim,Tennessee,02/01/1902
Mount Juliet,Tennessee,10/01/1903
Mount Pleasant,Tennessee,10/01/1901
Mountain City,Tennessee,04/02/1900
Mulberry,Tennessee,04/15/1904
Murfreesboro,Tennessee,10/01/1901
Nashville,Tennessee,05/14/1900
Neva,Tennessee,11/02/1903
New Tazewell,Tennessee,05/01/1901
Newbern,Tennessee,02/15/1904
Newmarket,Tennessee,05/01/1901
Newport,Tennessee,04/02/1900
Niota,Tennessee,03/02/1903
Noeton,Tennessee,01/01/1903
Nolensville,Tennessee,01/01/1904
O’ Conners,Tennessee,12/15/1904
Obion,Tennessee,09/15/1903
Olivehill,Tennessee,04/15/1904
Oliver Springs,Tennessee,12/15/1903
Ooltewah,Tennessee,04/01/1904
Orlinda,Tennessee,09/15/1903
Ostella,Tennessee,01/01/1904
Palmyra,Tennessee,05/02/1904
Paris,Tennessee,07/15/1903
Park,Tennessee,10/15/1903
Parrottsville,Tennessee,01/01/1903
Parsons,Tennessee,09/15/1904
Persia,Tennessee,02/16/1903
Peryear,Tennessee,07/15/1903
Petersburg,Tennessee,07/01/1902
Philadelphia,Tennessee,04/01/1901
Pickel,Tennessee,04/01/1904
Pickwick,Tennessee,01/15/1904
Pierce Station,Tennessee,09/01/1903
Pineyflats,Tennessee,02/01/1902
Pinson,Tennessee,09/15/1904
Pittsburg Landing,Tennessee,02/02/1903
Pope,Tennessee,05/02/1904
Port Royal,Tennessee,10/01/1903
Portland,Tennessee,06/01/1904
Powder Springs,Tennessee,03/01/1902
Powell Station,Tennessee,03/01/1902
Prospect Station,Tennessee,04/01/1902
Pulaski,Tennessee,12/02/1901
Quebeck,Tennessee,12/15/1904
Raleigh,Tennessee,08/01/1902
Ramer,Tennessee,07/01/1904
Readyville,Tennessee,10/15/1904
Reagan,Tennessee,08/15/1904
Riceville,Tennessee,03/02/1903
Right,Tennessee,02/02/1903
Roan Mountain,Tennessee,11/16/1903
Robertsville,Tennessee,12/15/1903
Rock Island,Tennessee,04/15/1904
Rockford,Tennessee,10/15/1903
Rockwood,Tennessee,03/01/1902
Rodgersville,Tennessee,04/01/1898
Rome,Tennessee,02/01/1904
Rowland,Tennessee,12/01/1904
Russellville,Tennessee,07/01/1902
Rutherford,Tennessee,07/01/1903
Rutledge,Tennessee,04/02/1900
Saint Clair,Tennessee,04/01/1903
Saint Joseph,Tennessee,08/15/1904
Saltillo,Tennessee,06/01/1904
Sardis,Tennessee,11/02/1903
Savannah,Tennessee,03/01/1902
Scarboro,Tennessee,11/01/1904
Scotts Hill,Tennessee,08/15/1904
Sedalia,Tennessee,09/15/1903
Selmer,Tennessee,10/01/1902
Sevierville,Tennessee,10/15/1900
Sharps Chapel,Tennessee,11/16/1903
Shelbyville,Tennessee,02/01/1902
Sherman Heights,Tennessee,09/02/1901
Shooks,Tennessee,04/01/1904
Shouns Crossroads,Tennessee,07/01/1902
Smithville,Tennessee,12/15/1903
Smyrna,Tennessee,02/02/1903
Sneedville,Tennessee,09/01/1902
Soddy,Tennessee,04/01/1904
Sparta,Tennessee,12/15/1904
Speedwell,Tennessee,12/01/1903
Springcreek,Tennessee,07/01/1904
Springfield,Tennessee,11/15/1902
Springville,Tennessee,07/15/1903
Stantonville,Tennessee,09/01/1904
Statesville,Tennessee,03/01/1904
Stiner,Tennessee,11/16/1903
Stonewall,Tennessee,11/01/1904
Strawberry Plains,Tennessee,05/01/1903
Sugartree,Tennessee,01/01/1904
Surgoinsville,Tennessee,02/02/1903
Sweetwater,Tennessee,06/01/1901
Sylvia,Tennessee,01/01/1904
Taft,Tennessee,02/01/1904
Talbott,Tennessee,04/01/1903
Tate Springs,Tennessee,10/01/1900
Tazewell,Tennessee,04/02/1900
Telford,Tennessee,12/01/1900
Tellico Junction,Tennessee,10/01/1904
Tennessee City,Tennessee,01/01/1904
Thomasville,Tennessee,06/01/1904
Thompsons Station,Tennessee,10/01/1903
Townsend,Tennessee,10/01/1904
Trade,Tennessee,11/02/1903
Treadway,Tennessee,05/01/1903
Trenton,Tennessee,04/15/1902
Trentville,Tennessee,04/01/1904
Trezevant,Tennessee,09/01/1902
Trimble,Tennessee,09/01/1903
Troy,Tennessee,10/01/1903
Trundles Cross Roads,Tennessee,08/01/1901
Tullahoma,Tennessee,07/15/1904
Turnersville,Tennessee,11/15/1902
Unicoi,Tennessee,12/15/1903
Union City,Tennessee,04/16/1900
Unionville,Tennessee,07/15/1904
Wales,Tennessee,11/15/1904
Walland,Tennessee,10/01/1903
Walling,Tennessee,12/15/1904
Walnutgrove,Tennessee,05/16/1904
Walterhill,Tennessee,02/02/1903
Wartrace,Tennessee,02/01/1904
Washburn,Tennessee,03/01/1902
Watauga,Tennessee,11/02/1903
Watauga Valley,Tennessee,11/16/1903
Waterloo,Tennessee,12/15/1904
Watertown,Tennessee,10/01/1903
Waverly,Tennessee,04/01/1904
Waynesboro,Tennessee,02/02/1903
Westmoreland,Tennessee,09/15/1903
Westport,Tennessee,04/15/1904
Wheat,Tennessee,12/15/1904
Whitehaven,Tennessee,11/02/1903
Whitehouse,Tennessee,11/15/1902
Whitepine,Tennessee,11/02/1903
Whites Creek,Tennessee,12/15/1900
Whitesburg,Tennessee,07/01/1902
Whitthorne,Tennessee,02/02/1903
Whorley,Tennessee,04/01/1904
Wildersville,Tennessee,05/16/1904
Winchester,Tennessee,04/15/1902
Woodbury,Tennessee,02/15/1904
Woodford,Tennessee,11/01/1904
Wrenco,Tennessee,05/14/1900
Abbott,Texas,09/01/1900
Adkins,Texas,09/01/1904
Alba,Texas,10/01/1904
Allen,Texas,12/02/1901
Alma,Texas,02/01/1904
Alto,Texas,05/01/1903
Alvarado,Texas,09/01/1900
Alvin,Texas,03/15/1900
Alvord,Texas,12/01/1903
Anna,Texas,09/01/1903
Annona,Texas,12/15/1904
Aquilla,Texas,01/15/1904
Arlington,Texas,04/01/1901
Arp,Texas,04/15/1904
Athens,Texas,04/01/1903
Atlanta,Texas,04/15/1904
Aubrey,Texas,02/15/1904
Austin,Texas,08/01/1901
Avery,Texas,12/01/1904
Avinger,Texas,09/01/1904
Axtell,Texas,05/16/1904
Azle,Texas,03/01/1904
Bagwell,Texas,09/01/1904
Bald Prairie,Texas,12/15/1904
Barry,Texas,05/16/1904
Bartlett,Texas,12/01/1902
Beckville,Texas,03/01/1904
Bedias,Texas,09/15/1904
Bellevue,Texas,09/01/1904
Bells,Texas,07/01/1902
Belton,Texas,08/01/1901
Ben Franklin,Texas,10/01/1903
Benarnold,Texas,12/01/1904
Bertram,Texas,12/15/1903
Big Sandy,Texas,09/15/1904
Birthright,Texas,10/01/1904
Blooming Grove,Texas,09/01/1904
Blossom,Texas,09/15/1904
Blueridge,Texas,04/01/1904
Bluffdale,Texas,12/01/1904
Blum ,Texas,10/01/1901
Bonham,Texas,07/01/1902
Boonsville,Texas,09/01/1904
Bowie,Texas,11/16/1903
Boyd,Texas,04/15/1904
Bracken,Texas,12/01/1904
Brandon,Texas,09/15/1900
Brashear,Texas,05/16/1904
Brenham,Texas,08/15/1904
Brookston,Texas,05/02/1904
Brownwood,Texas,07/01/1904
Bruceville,Texas,04/01/1903
Bryans Mill,Texas,09/15/1904
Buckholts,Texas,08/15/1904
Buda,Texas,05/01/1902
Buffalo,Texas,12/01/1904
Bullard,Texas,07/01/1902
Burleson,Texas,04/01/1901
Burlington,Texas,12/01/1904
Burnet,Texas,07/01/1904
Burton,Texas,10/15/1904
Caddo Mills,Texas,03/02/1903
Caldwell,Texas,10/01/1904
Calvert,Texas,02/15/1904
Campbell,Texas,02/02/1903
Canton,Texas,12/01/1904
Carrollton,Texas,07/01/1901
Carthage,Texas,08/01/1904
Cash,Texas,08/01/1904
Cason,Texas,04/01/1904
Cedarcreek,Texas,04/15/1904
Cedarhill,Texas,07/01/1903
Celeste,Texas,02/02/1903
Celina,Texas,01/01/1904
Chandler,Texas,08/15/1904
Chapelhill,Texas,11/01/1904
Chatfield,Texas,05/02/1904
Chico,Texas,12/15/1903
Chillicothe,Texas,03/01/1904
Chilton,Texas,04/01/1904
Circleville,Texas,09/15/1903
Clarksville,Texas,09/15/1903
Clearlake,Texas,01/01/1904
Cleburne,Texas,03/01/1904
Collinsville,Texas,09/01/1903
Comanche,Texas,05/02/1904
Commerce,Texas,05/16/1904
Como,Texas,12/01/1904
Cookville,Texas,04/01/1904
Cooledge,Texas,12/01/1904
Cooper,Texas,10/01/1903
Coppell,Texas,04/01/1904
Cornhill,Texas,01/01/1904
Corsicana,Texas,02/02/1903
Cottondale,Texas,09/01/1904
Covington,Texas,09/01/1904
Crandall,Texas,02/02/1903
Crawford,Texas,07/01/1902
Creedmoor,Texas,05/01/1902
Crisp,Texas,07/01/1904
Crockett,Texas,12/01/1904
Crowley,Texas,09/01/1903
Cuero,Texas,08/15/1904
Cumby,Texas,10/01/1903
Cuthand,Texas,10/01/1904
Daingerfield,Texas,09/01/1904
Dalby Springs,Texas,09/01/1904
Dale,Texas,08/15/1904
Dallas,Texas,10/01/1901
Dawson,Texas,09/15/1904
Decatur,Texas,09/15/1903
Dekalb,Texas,10/01/1903
Deleon,Texas,07/01/1903
Delia,Texas,10/01/1904
Delvalle,Texas,09/01/1902
Denison,Texas,07/01/1902
Denton,Texas,08/15/1904
Deport,Texas,11/16/1903
Detroit,Texas,09/01/1903
Dexter,Texas,09/01/1903
Dike,Texas,10/01/1904
Dimebox,Texas,11/01/1904
Dodd City,Texas,07/01/1904
Donie,Texas,12/01/1904
Dorchester,Texas,12/01/1904
Douglassville,Texas,09/15/1904
Dublin,Texas,09/15/1903
Easterly,Texas,04/15/1904
Ector,Texas,01/15/1904
Eddy,Texas,04/15/1904
Egan,Texas,04/01/1904
Elderville,Texas,10/15/1904
Elgin,Texas,09/01/1903
Elmo,Texas,02/02/1903
Emory,Texas,10/01/1904
Enloe,Texas,12/01/1903
Ennis,Texas,09/01/1903
Farmersville,Texas,12/02/1901
Fate,Texas,08/01/1899
Ferris,Texas,02/15/1904
Flatonia,Texas,11/01/1904
Flint,Texas,04/01/1904
Florence,Texas,02/01/1904
Floyd,Texas,11/01/1904
Forney,Texas,03/02/1903
Forreston,Texas,09/02/1901
Fort Worth,Texas,09/01/1903
Franklin,Texas,04/15/1904
Fredericksburg,Texas,12/15/1903
Frisco,Texas,09/01/1904
Frost,Texas,12/15/1903
Gainesville,Texas,12/01/1902
Garden Valley,Texas,07/01/1904
Garland,Texas,12/15/1903
Garner,Texas,05/16/1904
Gatesville,Texas,09/15/1904
Georgetown,Texas,04/01/1902
Gibtown,Texas,09/01/1904
Giddings,Texas,12/01/1904
Gilmer,Texas,10/01/1904
Gladewater,Texas,05/16/1904
Godley,Texas,03/01/1904
Gordonville,Texas,12/01/1904
Granbury,Texas,09/15/1904
Grand Prairie,Texas,12/15/1903
Grand Saline,Texas,03/01/1904
Grandview,Texas,06/11/1900
Granger,Texas,09/15/1903
Grapevine,Texas,09/01/1903
Greenville,Texas,03/02/1903
Greenwood,Texas,12/15/1904
Groesbeck,Texas,02/15/1904
Gunter,Texas,09/01/1904
Hallettsville,Texas,03/15/1900
Hallsville,Texas,09/01/1904
Hamilton,Texas,09/15/1903
Hasse,Texas,12/01/1904
Hawkins,Texas,07/15/1904
Heidenheimer,Texas,10/15/1903
Hempstead,Texas,05/16/1904
Henderson,Texas,07/01/1904
Hico,Texas,07/01/1904
Hillsboro,Texas,04/02/1900
Hochheim,Texas,12/01/1904
Holland ,Texas,07/01/1903
Honeygrove,Texas,02/02/1903
Hooks,Texas,04/15/1904
Houston,Texas,04/15/1904
Howe,Texas,12/15/1904
Hughes Springs,Texas,10/15/1903
Huntsville,Texas,12/01/1904
Hutto,Texas,09/15/1903
Italy,Texas,03/01/1904
Itasca,Texas,09/15/1900
Jacksonville,Texas,05/01/1903
Jefferson,Texas,09/01/1903
Jewett,Texas,04/15/1904
Jonesboro,Texas,09/15/1904
Joshua,Texas,03/01/1901
Justin,Texas,09/15/1904
Kemp,Texas,01/01/1904
Kennedale,Texas,04/15/1901
Kerens,Texas,08/15/1904
Kilgore,Texas,04/01/1903
Killeen,Texas,05/16/1904
Kingsbury,Texas,07/15/1904
Kingston,Texas,01/15/1904
Klondike,Texas,10/01/1904
Kopperl,Texas,01/15/1904
Kosse,Texas,10/01/1904
Krum,Texas,09/01/1904
Kyle,Texas,10/01/1902
La Porte,Texas,07/01/1902
Ladonia,Texas,12/15/1903
Lafayette,Texas,11/15/1904
La Grange,Texas,08/01/1899
Lakecreek,Texas,09/01/1904
Lamasco,Texas,11/15/1904
Lampasas,Texas,08/01/1904
Lancaster,Texas,07/01/1903
Leander,Texas,05/01/1902
Leesburg,Texas,09/15/1904
Leonard,Texas,12/01/1903
Lewisville,Texas,03/02/1903
Lexington,Texas,04/15/1904
Libertyhill,Texas,03/02/1903
Lindale,Texas,10/01/1901
Linden,Texas,04/15/1904
Lockhart,Texas,02/02/1903
Lometa,Texas,03/01/1904
Lone Oak,Texas,10/01/1901
Longview,Texas,04/15/1904
Lorena,Texas,07/01/1902
Lott,Texas,02/01/1904
Luling,Texas,01/01/1904
Lytton Springs,Texas,11/15/1904
Mabank,Texas,10/01/1904
Malone,Texas,09/01/1904
Manor,Texas,04/01/1902
Mansfield,Texas,03/01/1901
Marietta,Texas,09/01/1904
Marion,Texas,11/01/1904
Marlin,Texas,04/15/1904
Marquez,Texas,07/01/1903
Marshall,Texas,03/01/1904
Mart,Texas,05/16/1904
Martinburg,Texas,04/15/1904
Maud,Texas,11/02/1903
Maxwell,Texas,09/15/1903
Maypearl,Texas,05/02/1904
Mc Dade,Texas,08/15/1904
Mc Gregor,Texas,07/01/1902
Mc Kinney,Texas,12/02/1901
Mendoza,Texas,03/01/1904
Meridian,Texas,09/01/1904
Merkel,Texas,07/01/1904
Mertens,Texas,10/01/1901
Mesquite,Texas,01/01/1902
Mexia,Texas,09/01/1904
Midlothian,Texas,05/01/1901
Milano,Texas,04/15/1904
Milford,Texas,09/15/1903
Millergrove,Texas,05/02/1904
Millsap,Texas,09/01/1904
Mineola,Texas,10/15/1904
Mineralwells,Texas,04/15/1904
Moody,Texas,09/02/1901
Morgan,Texas,08/15/1904
Moulton,Texas,08/15/1904
Mount Pleasant,Texas,11/02/1903
Mount Vernon,Texas,08/15/1904
Mountcalm,Texas,01/01/1904
Muenster,Texas,08/15/1904
Nacogdoches,Texas,05/01/1903
Naples,Texas,04/15/1904
Neches,Texas,12/01/1904
Nevada,Texas,09/01/1903
New Boston,Texas,08/15/1900
New Braunfels,Texas,09/01/1903
Newark,Texas,08/15/1904
Newport,Texas,12/15/1904
Newsome,Texas,08/15/1904
Nocona,Texas,02/15/1904
Oenaville,Texas,01/15/1904
Oglesby,Texas,01/01/1904
Omaha,Texas,07/01/1904
Overton,Texas,04/01/1903
Palestine,Texas,04/15/1904
Palmer,Texas,09/01/1903
Paradise,Texas,05/16/1904
Paris,Texas,10/01/1903
Pecangap,Texas,11/16/1903
Pilotpoint,Texas,04/15/1904
Pittsburg,Texas,11/16/1903
Plano,Texas,11/16/1903
Pleasantpoint,Texas,09/01/1904
Point,Texas,02/01/1904
Poolville,Texas,07/15/1904
Pottsboro,Texas,01/01/1904
Powderly,Texas,10/01/1904
Princeton,Texas,11/01/1904
Pritchett,Texas,09/15/1904
Proctor,Texas,04/15/1904
Prosper,Texas,07/15/1904
Purdon,Texas,09/15/1904
Queen City,Texas,10/01/1904
Quinlan,Texas,03/02/1903
Quitman,Texas,10/01/1904
Randolph,Texas,09/01/1904
Ravenna,Texas,05/16/1904
Reagan,Texas,03/01/1904
Redoak,Texas,07/01/1903
Redrock,Texas,08/15/1904
Redwater,Texas,11/16/1903
Rice,Texas,09/15/1904
Richardson,Texas,12/15/1903
Riesel,Texas,04/15/1904
Riovista,Texas,03/01/1904
Roane,Texas,02/02/1903
Roanoke,Texas,12/15/1903
Rockdale,Texas,08/15/1904
Rockwall,Texas,02/02/1903
Rodgers,Texas,11/16/1903
Rosebud,Texas,02/15/1904
Ross,Texas,05/02/1904
Roundrock,Texas,04/01/1902
Rowlett,Texas,05/16/1904
Roxton,Texas,08/01/1904
Royse City,Texas,10/01/1901
Rusk,Texas,05/01/1903
Sadler,Texas,07/01/1904
Saint Jo,Texas,09/15/1904
Salado,Texas,11/02/1903
San Antonio,Texas,09/02/1901
San Marcos,Texas,08/01/1901
San Saba,Texas,02/01/1902
Sanger,Texas,04/15/1904
Savoy,Texas,09/01/1903
Schulenburg,Texas,12/01/1904
Scurry,Texas,07/01/1903
Seagoville,Texas,12/01/1903
Sherman,Texas,03/02/1903
Shiner,Texas,08/15/1904
Simms,Texas,08/15/1904
Simpsonville,Texas,10/15/1904
Smithfield,Texas,09/01/1903
Smithland,Texas,09/01/1904
Speegleville,Texas,07/01/1903
Speegleville,Texas,09/01/1903
Stamford,Texas,04/15/1904
Stephenville,Texas,03/01/1904
Stonepoint,Texas,12/01/1904
Sulphur Springs,Texas,10/01/1903
Sunset ,Texas,11/16/1903
Tanglewood,Texas,12/01/1904
Taylor,Texas,09/15/1903
Temple,Texas,07/01/1901
Thorndale,Texas,05/16/1904
Thornton,Texas,04/15/1904
Timpson,Texas,10/15/1904
Tioga,Texas,01/01/1904
Tom Bean,Texas,07/15/1904
Tona,Texas,07/01/1904
Trenton,Texas,07/01/1904
Troup,Texas,04/01/1904
Troy,Texas,10/15/1903
Tyler,Texas,10/01/1900
Valley Mills,Texas,05/16/1904
Valleyview,Texas,04/15/1904
Van Alstyne,Texas,12/01/1903
Velasco,Texas,01/01/1904
Venus,Texas,09/15/1900
Vonormy,Texas,08/15/1904
Waco,Texas,02/01/1902
Waskom,Texas,07/15/1904
Waxahachie,Texas,07/01/1903
Weatherford,Texas,07/01/1903
Weimar,Texas,02/02/1903
West,Texas,10/01/1902
Weston,Texas,03/15/1900
Whitesboro,Texas,02/01/1902
Whitewright,Texas,12/15/1903
Whitney,Texas,01/15/1904
Willspoint,Texas,09/15/1903
Wilmer,Texas,10/01/1904
Windom,Texas,02/15/1904
Winnsboro,Texas,09/15/1904
Winona,Texas,05/02/1904
Wolfe City,Texas,03/02/1903
Woodbine,Texas,07/01/1902
Wortham,Texas,12/15/1904
Wylie,Texas,09/01/1903
Yoakum,Texas,06/01/1901
Yorktown,Texas,06/01/1901
American Fork,Utah,12/01/1902
Bingham Canyon,Utah,07/16/1900
Brigham,Utah,11/01/1902
Charleston,Utah,09/01/1903
Deweyville,Utah,12/01/1902
Garland,Utah,09/01/1904
Heber,Utah,12/01/1902
Hooper,Utah,12/01/1902
Kaysville,Utah,09/01/1904
Lehi City,Utah,12/01/1902
Logan,Utah,12/01/1904
Murray,Utah,08/15/1899
Ogden,Utah,12/01/1902
Pleasantgrove,Utah,12/01/1902
Provo City,Utah,12/01/1902
Riverton,Utah,01/01/1902
Salt Lake City,Utah,01/01/1902
Sandy ,Utah,07/16/1900
Spanish Fork,Utah,12/01/1902
Springville,Utah,12/01/1902
Vernal,Utah,12/01/1904
Wellsville,Utah,09/01/1904
Woods Cross,Utah,12/01/1904
Alburg,Vermont,09/03/1900
Arlington,Vermont,02/01/1902
Barnet,Vermont,09/15/1903
Barre,Vermont,09/15/1903
Barton,Vermont,09/01/1903
Barton Landing,Vermont,11/01/1904
Bellows Falls,Vermont,12/02/1901
Bennington,Vermont,02/15/1902
Benson,Vermont,11/02/1903
Bethel,Vermont,07/01/1902
Bradford,Vermont,10/01/1903
Brandon,Vermont,11/01/1902
Brattleboro,Vermont,03/02/1898
Bridport,Vermont,08/01/1900
Bristol,Vermont,12/15/1900
Brookfield,Vermont,07/01/1903
Burlington,Vermont,07/20/1898
Cambridge,Vermont,07/01/1902
Cavendish,Vermont,09/15/1903
Chelsea,Vermont,05/01/1903
Chester,Vermont,09/01/1903
Chester Depot,Vermont,09/01/1903
Clarendon,Vermont,12/15/1904
Craftsbury,Vermont,11/01/1904
Danby,Vermont,11/02/1903
Danville,Vermont,06/01/1904
Dorset,Vermont,10/01/1902
East Enosburg,Vermont,11/16/1903
East Fairfield,Vermont,07/01/1902
East Georgia,Vermont,09/15/1903
East Hardwick,Vermont,08/01/1902
East Highgate,Vermont,10/01/1902
East Montpelier,Vermont,02/01/1904
East Poultney,Vermont,07/15/1904
East Shoreham,Vermont,10/01/1903
East Wallingford,Vermont,09/01/1903
Enosburg Falls,Vermont,12/15/1900
Essex,Vermont,07/01/1902
Fairfax,Vermont,10/01/1901
Fairfield,Vermont,09/01/1902
Fairhaven,Vermont,07/01/1901
Felchville,Vermont,10/01/1903
Ferrisburg,Vermont,05/01/1902
Franklin,Vermont,09/02/1901
Gaysville,Vermont,11/15/1904
Grand Isle,Vermont,12/21/1896
Graniteville,Vermont,11/01/1904
Greensboro,Vermont,06/15/1904
Greensborobend,Vermont,10/01/1903
Groton,Vermont,01/15/1904
Hardwick,Vermont,07/01/1902
Highgate Center,Vermont,10/01/1902
Hinesburg,Vermont,02/01/1902
Huntington,Vermont,10/01/1903
Hyde Park,Vermont,09/15/1903
Irasburg,Vermont,06/01/1904
Jeffersonville,Vermont,07/01/1902
Jericho,Vermont,10/01/1901
Johnson,Vermont,02/05/1900
Ludlow,Vermont,07/01/1903
Lyndonville,Vermont,08/01/1903
Manchester Depot,Vermont,09/01/1903
Middlebury,Vermont,10/15/1900
Middlesex,Vermont,11/01/1902
Middletown Springs,Vermont,10/01/1902
Moretown,Vermont,07/01/1903
Morrisville,Vermont,02/15/1902
New Haven,Vermont,09/02/1901
Newport,Vermont,04/01/1904
Newport Center,Vermont,07/01/1903
North Bennington,Vermont,11/01/1902
North Clarendon,Vermont,05/01/1902
North Craftsbury,Vermont,02/02/1903
North Ferrisburg,Vermont,07/01/1902
North Hero,Vermont,02/01/1902
North Troy,Vermont,09/01/1903
Orwell,Vermont,10/01/1903
Passumpsic,Vermont,09/15/1903
Pawlet,Vermont,11/02/1903
Pittsford,Vermont,05/01/1902
Plainfield,Vermont,10/01/1904
Poultney,Vermont,05/01/1902
Pownal,Vermont,11/01/1902
Proctorsville,Vermont,10/01/1903
Putney,Vermont,07/15/1903
Randolph,Vermont,09/01/1902
Randolph Center,Vermont,06/01/1904
Richford,Vermont,09/02/1901
Richmond,Vermont,10/01/1901
Rutland,Vermont,11/01/1899
Saint Albans,Vermont,03/15/1900
Saint Johnsbury,Vermont,03/01/1902
Sheldon,Vermont,08/01/1902
Shoreham,Vermont,09/01/1902
South Hero ,Vermont,10/01/1901
South Londonberry,Vermont,11/15/1904
South Royalton,Vermont,10/01/1903
South Shaftsbury,Vermont,11/01/1902
South Wallingford,Vermont,07/01/1904
Springfield,Vermont,07/01/1903
Starksboro,Vermont,10/01/1901
Stowe,Vermont,02/01/1902
Swanton,Vermont,06/18/1900
Tunbridge,Vermont,11/01/1900
Underhill,Vermont,12/01/1902
Vergennes,Vermont,09/15/1899
Waitsfield,Vermont,07/01/1903
Wallingford,Vermont,03/20/1899
Waterbury,Vermont,03/01/1902
West Concord,Vermont,09/15/1903
West Glover,Vermont,09/15/1903
West Rutland,Vermont,09/18/1899
West Salisbury,Vermont,08/15/1900
Westminster,Vermont,07/01/1903
Whiting,Vermont,11/01/1902
Williston,Vermont,10/01/1903
Wilmington,Vermont,07/15/1903
Windsor,Vermont,09/15/1903
Wolcott,Vermont,10/01/1901
Woodstock,Vermont,07/01/1903
Worcester,Vermont,12/01/1903
Abingdon,Virginia,07/01/1902
Accotink,Virginia,10/01/1900
Afton,Virginia,06/15/1904
Alexandria,Virginia,07/01/1902
Allisonia,Virginia,09/01/1904
Alton,Virginia,11/01/1904
Alumine,Virginia,10/01/1902
Amherst,Virginia,02/15/1904
Andersonville,Virginia,06/01/1904
Ararat,Virginia,07/15/1904
Arrington,Virginia,04/01/1904
Ashland,Virginia,03/02/1903
Atkins,Virginia,10/01/1903
Austinville,Virginia,06/01/1904
Axton,Virginia,02/01/1902
Banister,Virginia,05/01/1903
Basham,Virginia,11/02/1903
Basic City,Virginia,11/16/1903
Bassetts,Virginia,04/01/1902
Beach ,Virginia,12/15/1903
Bedford City,Virginia,05/01/1903
Benhams,Virginia,07/01/1902
Bentcreek,Virginia,04/01/1904
