Name,State,Date
Logansport,Indiana,07/05/1899
Loogootee,Indiana,12/01/1902
Loree,Indiana,08/01/1902
Losantville,Indiana,11/01/1900
Lowell,Indiana,10/15/1900
Lucerne,Indiana,09/15/1903
Lynn,Indiana,11/01/1900
Lynnville,Indiana,12/15/1903
Lyons,Indiana,04/01/1903
Lyons Station,Indiana,07/15/1903
Macy,Indiana,05/01/1900
Madison,Indiana,07/05/1899
Magley,Indiana,12/15/1904
Malottpark,Indiana,06/01/1901
Manilla,Indiana,10/15/1900
Marion,Indiana,09/18/1899
Markle,Indiana,11/01/1900
Markleville,Indiana,02/15/1902
Marshall,Indiana,06/02/1902
Marshfield,Indiana,07/01/1902
Martinsville,Indiana,10/15/1900
Marysville,Indiana,03/02/1903
Mathews,Indiana,11/01/1900
Mays,Indiana,07/15/1903
Mc Cordsville,Indiana,08/01/1902
Mc Coysburg,Indiana,07/01/1904
Mc Cutchanville,Indiana,03/02/1903
Mc Grawsville,Indiana,03/01/1904
Medaryville,Indiana,12/01/1903
Medora,Indiana,04/01/1903
Mellott,Indiana,07/01/1902
Memphis,Indiana,01/01/1904
Mentone,Indiana,04/01/1902
Mexico,Indiana,03/01/1904
Mexico,Indiana,07/01/1903
Miami,Indiana,03/01/1904
Michigan City,Indiana,09/15/1900
Michigantown,Indiana,12/15/1903
Middlebury,Indiana,11/01/1900
Middletown,Indiana,10/15/1900
Milan,Indiana,10/01/1902
Milford,Indiana,11/15/1900
Millcreek,Indiana,09/01/1903
Millersburg,Indiana,04/01/1902
Millgrove,Indiana,11/01/1902
Milroy,Indiana,06/02/1902
Milton,Indiana,11/01/1900
Mishawaka,Indiana,10/01/1900
Mitchell,Indiana,09/01/1903
Modoc,Indiana,12/15/1900
Monon,Indiana,10/15/1903
Monroe ,Indiana,02/01/1904
Monroe City,Indiana,11/02/1903
Monroeville,Indiana,12/15/1903
Monterey,Indiana,09/01/1902
Montezuma,Indiana,06/02/1902
Montgomery,Indiana,12/01/1902
Monticello,Indiana,07/01/1902
Montmorenci,Indiana,10/15/1902
Montpelier,Indiana,10/15/1900
Mooreland,Indiana,09/02/1901
Moores Hill,Indiana,09/15/1904
Mooresville,Indiana,02/01/1902
Morgantown,Indiana,04/01/1902
Morocco,Indiana,01/01/1904
Morris,Indiana,04/15/1904
Morris,Indiana,08/15/1904
Morristown,Indiana,09/01/1902
Mount Comfort,Indiana,07/01/1903
Mount Summit,Indiana,03/01/1904
Mount Vernon,Indiana,02/01/1902
Mulberry,Indiana,11/01/1900
Muncie,Indiana,02/01/1898
Nabb,Indiana,12/15/1903
Napoleon,Indiana,10/15/1904
Nappanee,Indiana,06/18/1900
Nashville,Indiana,12/01/1904
Needham,Indiana,10/15/1903
New Albany,Indiana,09/01/1903
New Augusta,Indiana,09/01/1900
New Carlisle,Indiana,02/01/1902
New Harmony,Indiana,07/15/1902
New Haven,Indiana,11/01/1900
New Lebanon,Indiana,05/02/1904
New Lisbon,Indiana,03/01/1904
New Middletown,Indiana,09/15/1904
New Palestine,Indiana,11/01/1901
New Paris,Indiana,12/01/1900
New Richmond,Indiana,02/15/1899
New Ross,Indiana,12/02/1901
New Salem,Indiana,07/15/1903
New Waverly,Indiana,09/15/1903
Newburg,Indiana,12/02/1901
Newcastle,Indiana,04/01/1898
Newmarket,Indiana,11/15/1900
Newpoint,Indiana,04/01/1903
Newport,Indiana,03/02/1903
Nineveh,Indiana,04/01/1903
Noblesville,Indiana,11/01/1898
Nora,Indiana,09/05/1899
Norman Station,Indiana,11/15/1904
North Judson,Indiana,05/16/1904
North Liberty,Indiana,11/15/1900
North Manchester,Indiana,03/15/1900
North Salem,Indiana,11/01/1901
North Vernon,Indiana,11/01/1901
Northgrove,Indiana,03/01/1904
Oakland City,Indiana,11/01/1901
Oaklandon,Indiana,06/01/1901
Oaktown,Indiana,02/02/1903
Ockley,Indiana,09/15/1904
Odon,Indiana,12/01/1902
Ogilville,Indiana,11/01/1902
Olinville,Indiana,04/02/1900
Onward,Indiana,09/15/1903
Ora,Indiana,09/01/1904
Orleans,Indiana,07/01/1902
Osceola,Indiana,02/01/1902
Osgood,Indiana,09/15/1903
Ossian,Indiana,10/15/1900
Otisco,Indiana,10/01/1904
Otterbein,Indiana,02/01/1902
Owasco,Indiana,08/01/1903
Owensville,Indiana,11/01/1901
Oxford,Indiana,03/01/1901
Paoli,Indiana,09/15/1902
Paragon,Indiana,03/02/1903
Paris Crossing,Indiana,07/15/1904
Paris Crossing,Indiana,12/15/1903
Parker,Indiana,10/10/1898
Patoka,Indiana,07/15/1902
Pekin,Indiana,01/01/1902
Pendleton,Indiana,03/15/1900
Pennville,Indiana,03/02/1903
Perrysville,Indiana,02/01/1902
Peru,Indiana,04/16/1900
Petersburg,Indiana,11/01/1900
Pettysville,Indiana,03/01/1904
Pierceton,Indiana,11/15/1900
Pimento,Indiana,02/01/1902
Pine Village,Indiana,08/01/1904
Pittsboro,Indiana,09/15/1900
Plainfield,Indiana,11/01/1902
Plainville,Indiana,12/01/1902
Pleasant Lake,Indiana,10/02/1899
Pleasant Mills,Indiana,12/15/1904
Plymouth,Indiana,05/01/1900
Poland,Indiana,07/15/1904
Poneto,Indiana,10/01/1904
Portland,Indiana,08/15/1900
Poseyville,Indiana,07/15/1902
Princeton,Indiana,11/01/1900
Quincy,Indiana,12/15/1903
Ray,Indiana,11/02/1903
Redkey,Indiana,12/15/1900
Reelsville,Indiana,11/01/1902
Remington,Indiana,11/01/1900
Rensselaer,Indiana,10/15/1900
Reynolds,Indiana,10/15/1903
Richmond,Indiana,02/01/1898
Ridgeville,Indiana,12/01/1900
Riley,Indiana,04/15/1904
Risingsun,Indiana,04/01/1903
Roachdale,Indiana,11/01/1901
Roann,Indiana,11/01/1900
Roanoke,Indiana,07/01/1902
Rochester,Indiana,12/04/1899
Rockfield,Indiana,11/01/1902
Rockport,Indiana,07/01/1901
Rockville,Indiana,10/16/1899
Rolling Prairie,Indiana,09/01/1903
Romney,Indiana,10/15/1902
Rosedale,Indiana,01/01/1902
Rosston,Indiana,08/01/1903
Rossville,Indiana,09/15/1900
Royal Center,Indiana,04/01/1902
Rugby,Indiana,11/01/1902
Rushville,Indiana,07/05/1899
Russellville,Indiana,02/01/1902
Russiaville,Indiana,10/15/1900
Saint Joe Station,Indiana,07/01/1903
Saint Paul,Indiana,04/01/1903
Salamonia,Indiana,05/16/1904
Salem,Indiana,07/05/1899
Saline City,Indiana,11/01/1904
Sandborn,Indiana,11/02/1903
Scipio,Indiana,12/01/1904
Scircleville,Indiana,08/01/1902
Scottsburg,Indiana,06/01/1901
Seafield,Indiana,10/15/1903
Sedalia,Indiana,07/01/1902
Sellersburg,Indiana,07/01/1902
Selma,Indiana,11/08/1897
Selvin,Indiana,12/15/1903
Seymour,Indiana,04/01/1902
Shadeland,Indiana,05/01/1899
Sharpsville,Indiana,10/15/1900
Shelburn,Indiana,11/02/1903
Shelbyville,Indiana,04/02/1900
Sheldon,Indiana,02/01/1904
Sheridan,Indiana,01/02/1901
Shideler,Indiana,06/04/1900
Shipshewana,Indiana,04/01/1902
Shirley,Indiana,08/01/1902
Shoals,Indiana,04/01/1904
Sidney,Indiana,02/01/1902
Silver Lake,Indiana,02/01/1902
Silverwood,Indiana,11/02/1903
Smedley,Indiana,01/01/1904
Somerville,Indiana,07/15/1902
South Bend,Indiana,05/15/1899
South Whitley,Indiana,10/02/1899
Southport,Indiana,08/01/1899
Sparksville,Indiana,04/01/1903
Spencer,Indiana,06/11/1900
Spencerville,Indiana,07/01/1903
Spiceland,Indiana,03/01/1904
Springport,Indiana,03/01/1904
Stanford,Indiana,11/15/1904
Star City,Indiana,02/01/1904
Stateline,Indiana,04/01/1904
Staunton,Indiana,09/15/1903
Stendal,Indiana,09/01/1903
Stewartsville,Indiana,07/15/1902
Stilesville,Indiana,12/01/1904
Stockwell,Indiana,02/01/1902
Straughn,Indiana,03/01/1904
Sullivan,Indiana,04/01/1903
Sulphur Springs,Indiana,03/01/1904
Summitville,Indiana,02/15/1902
Sunman,Indiana,04/15/1904
Swayzee,Indiana,08/15/1902
Switz City,Indiana,10/15/1904
Syracuse,Indiana,12/01/1900
Talbot,Indiana,10/01/1903
Tangier,Indiana,06/02/1902
Taylorsville,Indiana,11/01/1902
Tell City,Indiana,04/15/1904
Tennyson,Indiana,12/15/1903
Terhune,Indiana,08/01/1903
Terre Haute,Indiana,12/04/1899
Thorntown,Indiana,05/01/1900
Tiosa,Indiana,09/01/1902
Tippecanoe,Indiana,09/01/1902
Tipton,Indiana,09/05/1899
Topeka,Indiana,10/09/1899
Trafalgar,Indiana,09/01/1903
Tunnelton,Indiana,09/01/1903
Twelvemile,Indiana,09/15/1903
Underwood,Indiana,07/01/1902
Union,Indiana,09/01/1903
Union City,Indiana,04/02/1900
Union Mills,Indiana,09/01/1903
Uniondale,Indiana,03/01/1904
Unionville,Indiana,11/15/1904
Upland,Indiana,10/15/1900
Urbana,Indiana,05/02/1904
Valley Mills,Indiana,06/01/1901
Vallonia,Indiana,11/01/1900
Valparaiso,Indiana,10/01/1900
Vanburen,Indiana,08/15/1902
Veedersburg,Indiana,10/01/1900
Velpen,Indiana,09/01/1903
Vernon,Indiana,09/15/1904
Versailles,Indiana,11/01/1904
Vevay,Indiana,03/02/1903
Vienna,Indiana,07/01/1902
Wabash,Indiana,04/02/1900
Wadesville,Indiana,07/15/1902
Wagoner,Indiana,11/01/1901
Wakarusa,Indiana,02/01/1902
Waldron ,Indiana,11/01/1901
Walkerton,Indiana,04/01/1902
Walnut,Indiana,05/01/1902
Walton,Indiana,07/01/1902
Wanatah,Indiana,09/01/1903
Warren,Indiana,04/01/1902
Warsaw,Indiana,10/01/1900
Washington,Indiana,11/01/1901
Waterloo,Indiana,04/01/1902
Waveland,Indiana,12/01/1900
Wawaka,Indiana,07/01/1902
Waynetown,Indiana,03/01/1902
Webster,Indiana,01/01/1904
West Baden,Indiana,09/15/1904
West Lebanon,Indiana,07/01/1902
West Middleton,Indiana,07/01/1902
West Newton,Indiana,02/15/1902
West Terre Haute,Indiana,09/15/1900
Westfield,Indiana,04/15/1901
Westpoint,Indiana,10/15/1902
Westport,Indiana,04/01/1903
Westville,Indiana,09/15/1904
Wheatfield,Indiana,01/15/1904
Wheatland,Indiana,02/02/1903
Wheeling,Indiana,10/15/1901
Whiteland,Indiana,10/15/1903
Whitestown,Indiana,08/01/1903
Wilkinson,Indiana,09/01/1902
Williams,Indiana,09/01/1903
Williamsburg,Indiana,01/01/1904
Williamsport,Indiana,11/01/1900
Winamac,Indiana,03/02/1903
Winchester,Indiana,03/15/1900
Windfall,Indiana,08/01/1902
Wingate,Indiana,09/15/1899
Winslow,Indiana,09/01/1903
Wirt,Indiana,04/01/1903
Wolcott,Indiana,07/01/1902
Wolcottville,Indiana,06/02/1902
Woodburn,Indiana,10/01/1902
Worthington,Indiana,07/01/1903
Yeddo,Indiana,02/15/1904
Yeoman,Indiana,06/01/1904
Yorktown,Indiana,11/01/1900
Zionsville,Indiana,10/01/1900
Ackley,Iowa,11/01/1900
Ackworth,Iowa,08/01/1903
Adair,Iowa,11/02/1903
Adaza,Iowa,03/02/1903
Adel,Iowa,10/01/1900
Afton,Iowa,10/01/1902
Agency,Iowa,01/02/1901
Ainsworth,Iowa,03/15/1900
Akron,Iowa,10/15/1900
Albia,Iowa,11/15/1900
Albion,Iowa,12/02/1901
Alburnett,Iowa,02/01/1902
Alden,Iowa,11/15/1901
Alexander,Iowa,10/15/1902
Algona,Iowa,02/15/1904
Allerton,Iowa,05/01/1902
Allison,Iowa,04/01/1902
Almont,Iowa,10/01/1903
Alta,Iowa,05/01/1901
Altavista,Iowa,11/01/1904
Alton,Iowa,12/01/1902
Altoona,Iowa,11/01/1900
Alvord,Iowa,02/01/1904
Amana,Iowa,08/01/1902
Ames,Iowa,10/01/1900
Anamosa,Iowa,05/01/1900
Anita,Iowa,04/01/1904
Ankeny,Iowa,03/01/1902
Anthon,Iowa,07/01/1903
Aplington,Iowa,10/15/1902
Arcadia,Iowa,03/02/1903
Aredale,Iowa,10/15/1902
Arlington,Iowa,07/01/1901
Armstrong,Iowa,09/01/1904
Arthur,Iowa,11/01/1901
Ashton,Iowa,05/16/1904
Atalissa,Iowa,05/15/1901
Atkins,Iowa,12/01/1902
Atlantic,Iowa,11/01/1900
Auburn,Iowa,01/01/1903
Audubon,Iowa,11/01/1900
Aurelia,Iowa,09/01/1900
Aurora,Iowa,09/15/1900
Austinville,Iowa,10/15/1902
Avoca,Iowa,02/01/1904
Avon,Iowa,09/01/1904
Badger,Iowa,09/01/1904
Bagley,Iowa,03/02/1903
Baldwin,Iowa,01/01/1904
Barnes,Iowa,04/01/1904
Barney,Iowa,09/15/1903
Bassett,Iowa,02/15/1904
Batavia,Iowa,03/15/1900
Battlecreek,Iowa,12/01/1902
Baxter,Iowa,02/01/1902
Bayard,Iowa,06/15/1904
Beacon,Iowa,07/01/1902
Beaconsfield,Iowa,07/01/1902
Beaman,Iowa,03/01/1901
Bedford,Iowa,12/02/1901
Belknap,Iowa,07/01/1902
Belle Plaine,Iowa,01/15/1901
Bellevue,Iowa,11/02/1903
Belmond,Iowa,02/01/1902
Bennett,Iowa,02/01/1902
Benton,Iowa,07/01/1902
Bentonsport,Iowa,04/01/1903
Bernard,Iowa,11/15/1902
Birmingham,Iowa,04/01/1903
Blairsburg,Iowa,05/02/1904
Blairstown,Iowa,12/02/1901
Blakesburg,Iowa,07/01/1902
Blanchard,Iowa,02/01/1902
Blencoe,Iowa,01/01/1903
Blockton,Iowa,07/01/1902
Bloomfield,Iowa,11/01/1900
Bode,Iowa,11/02/1903
Bonair,Iowa,02/02/1903
Bonaparte,Iowa,04/01/1903
Bondurant,Iowa,04/15/1901
Boone,Iowa,09/03/1900
Booneville,Iowa,09/01/1902
Bouton,Iowa,07/01/1902
Boyden,Iowa,03/01/1904
Braddyville,Iowa,02/01/1902
Brandon,Iowa,10/01/1904
Brayton,Iowa,04/01/1904
Breda,Iowa,09/03/1900
Bridgewater,Iowa,08/15/1904
Brighton,Iowa,04/01/1903
Bristow,Iowa,10/15/1902
Britt,Iowa,07/01/1902
Bronson,Iowa,07/01/1903
Brooklyn,Iowa,12/16/1897
Bruce,Iowa,03/02/1903
Buckgrove,Iowa,02/01/1904
Buckingham,Iowa,07/01/1902
Buffalo Center,Iowa,04/01/1904
Burlington,Iowa,08/01/1898
Burnside,Iowa,05/16/1904
Burt,Iowa,02/01/1904
Bussey,Iowa,03/01/1902
Calamus,Iowa,10/15/1903
Callender,Iowa,04/01/1903
Calmar,Iowa,07/01/1901
Camanche,Iowa,03/01/1902
Cambria,Iowa,07/15/1903
Cambridge,Iowa,03/01/1902
Canover,Iowa,03/02/1903
Cantrill,Iowa,04/01/1903
Carbon,Iowa,10/01/1903
Carlisle,Iowa,05/01/1902
Carpenter,Iowa,09/01/1904
Carroll,Iowa,09/02/1901
Carson,Iowa,03/02/1903
Cascade,Iowa,09/02/1901
Casey,Iowa,11/02/1903
Castalia,Iowa,03/02/1903
Castana,Iowa,01/01/1903
Cedar,Iowa,11/15/1900
Cedar Rapids,Iowa,10/01/1901
Cedarfalls,Iowa,12/04/1899
Center Point,Iowa,11/15/1900
Centerville,Iowa,02/01/1902
Central City,Iowa,11/15/1900
Chapin,Iowa,09/01/1902
Chariton,Iowa,11/01/1900
Charles City,Iowa,10/01/1902
Charlotte,Iowa,01/01/1904
Charter Oak,Iowa,09/02/1901
Chelsea,Iowa,12/01/1902
Cherokee,Iowa,11/01/1900
Chester,Iowa,11/01/1902
Church,Iowa,12/15/1904
Churdan,Iowa,03/02/1903
Cincinnati,Iowa,05/01/1902
Clare,Iowa,06/01/1904
Clare,Iowa,08/15/1904
Clarence,Iowa,12/02/1901
Clarinda,Iowa,12/01/1900
Clarion,Iowa,02/01/1902
Clarksville,Iowa,09/01/1900
Clearfield,Iowa,02/01/1902
Clearlake,Iowa,08/15/1900
Cleghorn,Iowa,12/15/1903
Clemons,Iowa,05/16/1904
Clermont,Iowa,04/01/1902
Clinton,Iowa,03/15/1900
Clio,Iowa,07/15/1903
Clutier,Iowa,12/01/1902
Coggon,Iowa,11/15/1900
Coin,Iowa,08/01/1901
Colfax,Iowa,02/01/1902
Collins,Iowa,05/01/1902
Colo,Iowa,02/01/1901
Columbus Junction,Iowa,07/05/1899
Conesville,Iowa,08/15/1900
Conrad,Iowa,11/01/1900
Conway,Iowa,07/01/1902
Coon Rapids,Iowa,11/01/1901
Cooper,Iowa,03/02/1903
Cordova,Iowa,11/02/1903
Corning,Iowa,03/01/1901
Correctionville,Iowa,08/01/1901
Corwith,Iowa,09/01/1902
Corydon,Iowa,12/15/1900
Council Bluffs,Iowa,11/01/1900
Crawfordsville,Iowa,04/01/1903
Cresco,Iowa,08/01/1901
Creston,Iowa,02/15/1901
Cromwell,Iowa,01/01/1903
Cumberland,Iowa,12/01/1902
Cumming,Iowa,11/02/1903
Curlew,Iowa,03/02/1903
Cushing,Iowa,09/01/1904
Cylinder,Iowa,03/02/1903
Dallas,Iowa,10/15/1904
Dallas Center,Iowa,10/01/1900
Dana,Iowa,02/01/1902
Danbury,Iowa,04/01/1904
Danville,Iowa,10/09/1899
Davenport,Iowa,10/23/1899
Davis City,Iowa,10/01/1903
Dawson,Iowa,12/01/1903
Dayton,Iowa,03/02/1903
De Sota,Iowa,10/01/1900
De Witt ,Iowa,11/01/1901
Dean,Iowa,05/01/1903
Decatur,Iowa,07/01/1902
Decorah,Iowa,06/18/1900
Dedham,Iowa,12/01/1903
Deepriver,Iowa,07/01/1902
Delaware,Iowa,07/01/1902
Delhi,Iowa,07/01/1902
Delmar,Iowa,11/02/1903
Delta,Iowa,12/01/1902
Denison,Iowa,08/01/1901
Derby,Iowa,05/01/1902
Des Moines,Iowa,11/01/1902
Dexter,Iowa,10/01/1900
Diagonal,Iowa,09/02/1901
Dickens,Iowa,01/01/1903
Dike,Iowa,04/01/1902
Dixon,Iowa,03/01/1902
Donahue,Iowa,12/01/1904
Donnellson,Iowa,07/01/1903
Donnellson,Iowa,08/15/1903
Doon,Iowa,05/02/1904
Douds Station,Iowa,04/01/1903
Dow City,Iowa,03/02/1903
Dows,Iowa,02/01/1902
Drakesville,Iowa,12/01/1902
Dubuque,Iowa,12/04/1899
Dudley,Iowa,02/02/1903
Dumont,Iowa,10/15/1902
Duncombe,Iowa,04/01/1903
Dundee,Iowa,12/01/1903
Dunkerton,Iowa,09/01/1902
Dunlap,Iowa,12/15/1901
Durango,Iowa,11/15/1902
Durant,Iowa,02/01/1902
Dyersville,Iowa,11/15/1902
Dysart,Iowa,11/01/1900
Eagle Grove,Iowa,02/01/1902
Earlham,Iowa,09/05/1899
Earling,Iowa,12/01/1903
Earlville,Iowa,07/01/1902
Early,Iowa,01/01/1903
East Peru,Iowa,09/15/1903
Eddyville,Iowa,02/01/1902
Edgewood,Iowa,02/15/1904
Elberon,Iowa,12/01/1902
Eldon,Iowa,02/01/1901
Eldora,Iowa,08/15/1898
Eldridge,Iowa,02/01/1902
Elgin,Iowa,12/15/1901
Elkader,Iowa,07/01/1903
Elliott,Iowa,01/01/1902
Ellston,Iowa,11/16/1903
Ellsworth,Iowa,12/01/1902
Elma,Iowa,04/15/1904
Ely,Iowa,02/15/1904
Emerson,Iowa,08/01/1901
Emmetsburg,Iowa,04/01/1904
Epworth,Iowa,11/15/1902
Essex,Iowa,07/01/1901
Esterville,Iowa,07/01/1902
Everly,Iowa,01/01/1903
Exira,Iowa,04/01/1903
Exline,Iowa,05/01/1903
Fairbank,Iowa,07/15/1902
Fairfax,Iowa,10/01/1901
Fairfield,Iowa,07/01/1901
Fairport,Iowa,02/01/1901
Farley,Iowa,11/15/1902
Farmersburg,Iowa,11/02/1903
Farmington,Iowa,04/01/1903
Farnhamville,Iowa,04/15/1904
Farragut,Iowa,12/01/1900
Fayette,Iowa,03/15/1901
Floris,Iowa,12/01/1902
Floyd,Iowa,03/02/1903
Fonda,Iowa,04/01/1904
Fontanelle,Iowa,02/01/1902
Forest City,Iowa,11/15/1900
Fort Atkinson,Iowa,04/01/1903
Fort Dodge,Iowa,09/01/1902
Fort Madison,Iowa,04/01/1903
Fostoria,Iowa,08/01/1904
Fredericksburg,Iowa,04/01/1903
Fredric,Iowa,05/02/1904
Fremont,Iowa,02/02/1903
Fruitland,Iowa,08/08/1898
Galva,Iowa,10/15/1900
Garden Grove,Iowa,07/01/1902
Garner,Iowa,10/01/1902
Garrison,Iowa,11/01/1900
Garwin,Iowa,04/15/1901
Gaza,Iowa,01/01/1903
Geneva,Iowa,01/15/1901
George,Iowa,01/01/1903
Germania,Iowa,10/01/1904
Gilbert Station,Iowa,12/01/1902
Gilman,Iowa,05/15/1901
Gilmore City,Iowa,02/01/1902
Givin,Iowa,12/01/1904
Gladbrook,Iowa,09/01/1902
Glenwood,Iowa,02/01/1902
Glidden,Iowa,11/01/1901
Goldfield,Iowa,02/02/1903
Goodell,Iowa,07/01/1902
Gowrie,Iowa,04/01/1903
Graf,Iowa,11/15/1902
Grafton,Iowa,11/01/1904
Grand Junction,Iowa,11/16/1903
Grand River,Iowa,07/01/1902
Grandmound,Iowa,10/01/1903
Grant,Iowa,08/01/1904
Granville,Iowa,02/01/1902
Gravity,Iowa,02/01/1902
Greeley,Iowa,07/01/1902
Green Island,Iowa,10/01/1904
Green Mountain,Iowa,09/05/1899
Greene,Iowa,04/01/1902
Greenfield,Iowa,11/01/1900
Greenville,Iowa,08/01/1904
Grimes,Iowa,03/01/1902
Grinnell,Iowa,11/01/1900
Griswold,Iowa,09/02/1901
Grundy Center,Iowa,11/01/1900
Guernsey,Iowa,12/01/1902
Guthrie Center,Iowa,04/01/1903
Guttenberg,Iowa,06/15/1904
Hamburg,Iowa,12/01/1900
Hamilton,Iowa,12/01/1904
Hamlin,Iowa,04/01/1904
Hampton,Iowa,01/15/1901
Hancock,Iowa,03/02/1903
Hanlontown,Iowa,07/01/1903
Harcourt,Iowa,11/01/1904
Hardy,Iowa,10/01/1903
Harlan,Iowa,11/01/1900
Harper,Iowa,07/01/1902
Harpers Ferry,Iowa,02/15/1904
Harris,Iowa,06/01/1904
Hartley,Iowa,01/01/1903
Hartwick,Iowa,07/01/1902
Harvey,Iowa,12/15/1903
Hastings,Iowa,11/01/1901
Havelock,Iowa,11/01/1901
Haverhill,Iowa,12/02/1901
Hawarden,Iowa,09/01/1900
Hawkeys,Iowa,08/01/1901
Hazleton,Iowa,09/01/1900
Hedrick ,Iowa,08/28/1899
Henderson,Iowa,10/01/1901
Hillsboro,Iowa,05/15/1901
Hillsdale,Iowa,04/15/1900
Hinton,Iowa,07/01/1903
Holland,Iowa,12/01/1902
Holstein,Iowa,10/15/1900
Homestead,Iowa,02/01/1902
Honeycreek,Iowa,04/01/1903
Hopkinton,Iowa,10/15/1900
Hornick,Iowa,01/15/1904
Hosper,Iowa,01/01/1903
Hubbard,Iowa,05/01/1900
Hudson,Iowa,07/01/1902
Hull,Iowa,12/01/1902
Humboldt,Iowa,03/02/1903
Humeston,Iowa,04/01/1902
Huxley,Iowa,12/01/1904
Ida Grove,Iowa,11/01/1901
Imogene,Iowa,12/01/1900
Independent,Iowa,02/15/1901
Indianola,Iowa,11/01/1900
Industry,Iowa,06/01/1904
Inwood,Iowa,08/15/1904
Ionia,Iowa,01/15/1904
Iowa City,Iowa,10/16/1899
Iowa Falls,Iowa,11/15/1901
Ira,Iowa,04/01/1904
Ireton,Iowa,07/01/1901
Irwin,Iowa,04/01/1904
Jamaica,Iowa,12/01/1902
Janesville,Iowa,10/01/1901
Jefferson,Iowa,10/01/1901
Jesup,Iowa,07/15/1902
Jewell,Iowa,05/01/1903
Joice,Iowa,03/02/1903
Jolley,Iowa,04/01/1904
Kalona,Iowa,04/01/1903
Kamrar,Iowa,05/01/1903
Kanawha,Iowa,11/01/1901
Kellerton,Iowa,07/01/1902
Kelley,Iowa,12/01/1904
Kellogg,Iowa,07/01/1902
Kelsey,Iowa,10/15/1902
Kensett,Iowa,01/02/1901
Kent,Iowa,08/01/1901
Keokuk,Iowa,12/15/1903
Keosauqua,Iowa,09/01/1902
Keota,Iowa,07/01/1902
Keswick,Iowa,07/01/1902
Keystone,Iowa,03/15/1900
Killduff,Iowa,08/15/1904
Kingsley,Iowa,12/01/1902
Kirkman,Iowa,04/01/1903
Kiron,Iowa,03/02/1903
Knowlton,Iowa,04/01/1904
Knoxville,Iowa,10/15/1900
Lacey,Iowa,03/01/1901
Lacona,Iowa,05/01/1902
Ladora,Iowa,02/01/1902
Lake City,Iowa,07/01/1902
Lake Mills,Iowa,09/01/1902
Lakepark,Iowa,02/15/1904
Lakeview,Iowa,02/01/1902
Lamoni,Iowa,12/12/1900
Lamont,Iowa,07/01/1902
Lamotte,Iowa,05/01/1900
Lansing,Iowa,12/01/1903
Laporte City,Iowa,07/01/1902
Larchwood,Iowa,04/15/1904
Larrabee,Iowa,07/01/1902
Latimer,Iowa,10/01/1902
Latty,Iowa,07/01/1902
Laurel,Iowa,03/01/1902
Laurens,Iowa,02/01/1902
Lawler,Iowa,02/15/1904
Lawton,Iowa,07/01/1903
Le Grand ,Iowa,11/01/1901
Leclaire,Iowa,08/01/1902
Leighton,Iowa,03/02/1903
Leland,Iowa,03/02/1903
Lemars,Iowa,11/01/1900
Lenox,Iowa,07/01/1901
Leon,Iowa,12/01/1900
Letts,Iowa,07/05/1899
Lewis,Iowa,03/02/1903
Libertyville,Iowa,03/15/1900
Limespring,Iowa,02/02/1903
Linden,Iowa,10/01/1900
Lineville,Iowa,09/02/1901
Linngrove,Iowa,01/01/1903
Lisbon,Iowa,01/01/1902
Liscomb,Iowa,04/16/1900
Little Cedar,Iowa,09/01/1904
Little Sioux,Iowa,03/01/1904
Livermore,Iowa,04/15/1904
Lockridge,Iowa,12/01/1903
Locust,Iowa,09/01/1904
Logan ,Iowa,12/01/1900
Lohrville,Iowa,04/01/1903
Lone Tree,Iowa,02/01/1902
Longgrove,Iowa,11/16/1903
Lorimor,Iowa,10/01/1902
Lost Nation,Iowa,07/15/1904
Lothrop,Iowa,11/02/1903
Loveland,Iowa,04/01/1903
Lovilia,Iowa,03/02/1903
Lowden,Iowa,02/15/1904
Luana,Iowa,08/01/1901
Lucas,Iowa,04/01/1902
Luther,Iowa,03/01/1904
Luverne,Iowa,04/01/1904
Luzerne,Iowa,12/01/1902
Lynnville,Iowa,02/02/1903
Lyons,Iowa,08/15/1900
Macedonia,Iowa,01/02/1901
Madrid,Iowa,11/15/1900
Malcom,Iowa,02/01/1902
Mallard,Iowa,09/01/1904
Maloy,Iowa,09/01/1904
Malvern,Iowa,01/01/1902
Manchester,Iowa,07/01/1902
Manilla,Iowa,01/01/1904
Manly,Iowa,02/02/1903
Manning,Iowa,10/01/1901
Manson,Iowa,09/01/1902
Mapleton,Iowa,01/01/1903
Maquoketa,Iowa,12/15/1900
Marathon,Iowa,08/01/1904
Marble Rock,Iowa,11/16/1903
Marcus,Iowa,08/15/1900
Marengo,Iowa,11/15/1900
Marion,Iowa,11/01/1900
Marne,Iowa,03/01/1904
Marshalltown,Iowa,07/15/1899
Martelle,Iowa,12/02/1901
Mason City,Iowa,07/01/1902
Masonville,Iowa,07/01/1902
Massena,Iowa,11/02/1903
Maurice,Iowa,01/01/1903
Maxwell,Iowa,12/05/1900
Maynard,Iowa,07/01/1902
Mc Callsburg,Iowa,05/01/1902
Mc Causland,Iowa,11/16/1903
Mc Intire,Iowa,01/01/1904
McGregor,Iowa,04/15/1901
Mechanicsville,Iowa,12/02/1901
Mediapolis,Iowa,07/05/1899
Melbourne,Iowa,11/01/1901
Melrose,Iowa,02/02/1903
Melvin,Iowa,04/01/1904
Menlo,Iowa,09/15/1903
