Name,Date
Jenera1,0/15/1903
Jeromeville1,0/01/1903
Jerry City0,4/01/1902
Jerusalem1,2/01/1904
Jewell1,1/02/1903
Jewett1,0/01/1902
Johnstown0,7/05/1899
Junction City1,0/15/1902
Justus0,1/01/1904
Kansas0,3/02/1903
Kensington0,2/02/1903
Kent0,3/02/1903
Kenton1,0/02/1899
Key1,2/01/1904
Killbuck0,4/01/1903
Kimball0,7/01/1903
Kimbolton0,9/02/1901
Kingston0,5/14/1900
Kingsville0,9/01/1903
Kinsman0,7/01/1902
Kipton0,9/01/1904
Kirby1,0/01/1903
Kuhn0,9/01/1904
Kunkle0,3/01/1902
Kyle1,0/01/1901
La Rue0,3/01/1902
Lagrange1,1/16/1903
Lancaster1,0/02/1899
Langsville0,9/01/1902
Latimer1,1/16/1903
Latty 0,7/01/1902
Laura1,0/01/1903
Laurelville0,5/02/1904
Layland0,4/01/1903
Leavittsburg0,4/01/1903
Lebanon0,4/16/1900
Leesburg1,0/01/1903
Leetonia0,4/02/1900
Leipsic1,1/01/1900
Leonardsburg0,8/15/1904
Lewisburg0,2/01/1902
Lewistown0,7/01/1903
Lewisville0,9/01/1902
Lexington0,8/01/1901
Liberty Center0,1/01/1902
Lima0,4/16/1900
Limaville1,1/02/1903
Linden Heights0,1/02/1901
Lindsey1,0/15/1903
Lisbon0,6/01/1901
Litchfield0,3/02/1903
Little Hocking0,2/15/1904
Liverpool0,9/01/1902
Lockbourne1,0/01/1901
Lodi1,0/01/1903
Logan 0,1/01/1902
London0,8/15/1900
Long Bottom0,7/01/1903
Lorain0,2/15/1901
Lore City0,3/01/1904
Loudonville0,5/01/1900
Louisville1,1/01/1900
Loveland0,3/01/1902
Lowell0,7/01/1902
Lowellville0,6/04/1900
Lower Salem0,7/01/1903
Lucas0,3/02/1903
Lucasville0,3/01/1902
Luckey0,8/15/1904
Lynchburg1,0/01/1903
Lyndon1,1/01/1901
Lyons0,9/01/1903
Macedonia Depot0,7/01/1903
Madison0,8/15/1900
Magnolia0,7/15/1904
Malletcreek1,1/01/1902
Malta1,1/01/1901
Manchester0,4/01/1904
Mandale1,1/01/1904
Mansfield1,0/15/1900
Mantua Station1,0/01/1900
Maplewood0,3/01/1904
Marengo0,2/01/1902
Maria Stein0,9/01/1904
Marietta0,1/01/1898
Marion0,3/01/1902
Marshallville0,9/15/1903
Marshfield0,5/02/1904
Martel0,5/02/1904
Martins Ferry1,2/01/1902
Marysville0,7/01/1901
Mason1,0/15/1903
Massillon1,0/15/1900
Maumee0,2/01/1902
Maximo0,3/01/1902
Mc Arthur1,1/01/1902
Mc Clure0,3/01/1902
Mc Connelsville1,1/01/1901
Mc Dermott1,2/01/1902
Mc Guffey0,7/01/1904
McComb0,7/23/1900
McCutchenville0,5/15/1901
Means1,1/02/1903
Mechanicsburg0,1/01/1899
Mechanicstown0,4/01/1903
Medina1,2/02/1901
Mendon0,9/01/1903
Mentor0,7/01/1902
Metamora0,9/01/1903
Miamisburg0,1/01/1902
Middlebranch0,2/01/1904
Middlefield1,1/15/1900
Middlepoint1,2/01/1903
Middleport1,2/15/1900
Middletown1,1/01/1902
Midland1,2/01/1903
Milan0,7/01/1903
Milford0,9/01/1904
Milford Center0,8/01/1903
Millbury0,8/15/1904
Miller City0,1/15/1904
Millersburg0,2/15/1901
Millersport0,1/02/1901
Millfield1,2/01/1904
Millport0,2/01/1902
Mineral City0,9/01/1902
Mineralridge0,4/01/1902
Minerva1,2/01/1903
Minster0,6/01/1904
Mogadore 0,5/02/1904
Monclova1,1/15/1900
Monroeville0,7/01/1901
Montezuma1,2/01/1904
Montpelier0,3/01/1902
Morral1,0/15/1903
Morrow0,9/02/1901
Moultrie0,1/15/1904
Mount Blanchard0,3/01/1902
Mount Cory1,0/01/1900
Mount Ephraim0,3/01/1902
Mount Gilead0,2/02/1903
Mount Healthy0,2/01/1902
Mount Orab0,7/15/1904
Mount Perry1,0/01/1903
Mount Sterling0,9/15/1900
Mount Vernon1,1/15/1900
Mount Victory0,4/01/1904
Mowrystown0,8/15/1904
Myersville0,7/01/1903
Nankin0,1/15/1901
Napoleon0,9/02/1901
Nashport1,0/01/1901
Navarre0,2/15/1902
Negley0,6/01/1901
Nellie1,0/01/1903
Nelsonville1,1/01/1902
Nevada1,0/01/1901
New Bavaria0,6/01/1904
New Berlin1,1/02/1903
New Bremen1,1/02/1903
New Burlington0,5/01/1903
New Carlisle1,0/01/1898
New Comerstown1,2/02/1901
New Concord1,1/15/1902
New Cumberland0,9/01/1904
New Holland0,3/01/1902
New Lebanon0,7/01/1903
New Lexington0,5/01/1900
New London0,7/01/1901
New Madison1,0/01/1903
New Middletown0,9/01/1904
New Milford0,9/01/1902
New Paris0,3/01/1902
New Philadelphia0,2/01/1902
New Plymouth0,7/01/1903
New Richmond0,9/15/1904
New Riegel0,8/15/1904
New Riegel1,0/15/1904
New Springfield0,8/15/1904
New Straitsville0,7/01/1903
New Vienna0,7/01/1902
New Washington0,9/01/1902
New Waterford0,3/01/1904
New Weston0,4/01/1904
Newark0,7/05/1899
Newport1,1/01/1904
Newton Falls0,3/01/1902
Newtown0,9/01/1904
Ney1,0/01/1903
Niles0,4/01/1903
North Amherst0,5/01/1901
North Baltimore0,8/01/1900
North Benton0,6/02/1902
North Dover0,3/01/1902
North Industry1,2/15/1903
North Jackson1,2/02/1901
North Kenova0,4/15/1904
North Lawrence0,5/15/1901
North Lewisburg0,9/01/1903
North Madison0,9/05/1899
North Olmsted0,1/01/1902
North Ridgeville1,0/01/1903
North Washington0,2/15/1904
Norwalk0,7/23/1900
Norwich1,1/01/1900
Nova1,0/01/1903
Novelty1,1/01/1902
Oakharbor1,1/02/1903
Oakhill1,1/01/1902
Oakwood0,9/01/1902
Oberlin1,0/15/1903
Okeana0,9/15/1904
Okolona0,9/01/1904
Oldfort1,0/01/1903
Olmsted Falls1,0/01/1903
Oregonia0,2/15/1901
Orient0,3/01/1902
Orland0,5/16/1904
Orrville0,7/15/1903
Orwell0,4/16/1900
Osborn1,1/02/1903
Osnaburg0,3/01/1902
Ottawa0,7/01/1901
Otway0,3/02/1903
Oxford0,4/15/1901
Painesville0,9/02/1901
Pandora0,8/01/1903
Paris1,1/16/1903
Pataskala0,6/04/1900
Paulding0,1/01/1902
Payne0,7/01/1902
Pedro0,3/02/1903
Peebles1,0/01/1902
Pemberton0,7/01/1902
Pemberville0,5/01/1903
Peninsula0,7/01/1903
Pennsville0,9/15/1904
Peoria0,4/01/1903
Perry0,7/02/1900
Perrysburg0,9/01/1902
Perrysville0,2/01/1901
Phalanx Station0,3/01/1902
Philo1,1/01/1901
Pickerington1,2/15/1900
Piedmont1,0/01/1903
Pierce1,2/15/1903
Pierpont0,7/15/1904
Piketon1,0/01/1903
Pioneer1,1/16/1903
Piqua1,0/03/1898
Plain City0,8/01/1901
Plattsburg0,5/01/1902
Pleasant City1,0/15/1903
Pleasantbend0,9/15/1904
Pleasanthill1,0/01/1903
Pleasanton1,0/01/1904
Pleasantplain1,0/01/1903
Pleasantrun0,9/15/1904
Pleasantville1,0/15/1900
Plimpton1,0/01/1903
Plimpton1,2/01/1903
Plymouth0,1/01/1904
Poland0,6/01/1898
Polk0,9/15/1903
Polk1,1/16/1903
Pomeroy0,6/01/1899
Port Clinton0,5/01/1899
Port Washington0,3/01/1904
Portage0,2/01/1904
Portland Station1,0/15/1903
Portsmouth1,0/01/1901
Powell0,1/02/1901
Prairie Depot0,6/01/1899
Pratts Fork0,5/16/1904
Proctorville0,3/01/1902
Prospect0,3/01/1902
Quaker City0,9/18/1899
Quincy0,4/01/1903
Radnor0,4/16/1900
Ravenna0,4/01/1903
Rawson1,0/01/1900
Ray1,1/01/1902
Reinersville0,8/15/1904
Rempel1,2/15/1904
Republic0,4/01/1903
Reynoldsburg0,3/01/1904
Richmonddale0,2/15/1904
Richwood0,3/01/1902
Ridgeway0,7/01/1903
Ripley1,1/16/1903
Rittman0,7/02/1900
Rochester1,2/01/1903
Rockbridge0,3/01/1902
Rockcreek0,4/01/1903
Rockford0,9/01/1903
Rockwood0,3/02/1903
Rocky River0,1/01/1903
Rockyridge0,9/01/1904
Rogers0,9/15/1904
Rome0,3/02/1903
Roscoe0,3/01/1902
Roseville1,1/01/1901
Roxabell0,7/01/1903
Roxbury0,7/01/1903
Rudolph0,4/01/1904
Rushsylvania0,7/01/1903
Rushtown0,8/15/1904
Rushville1,1/01/1900
Rutland0,7/01/1903
Sabina0,8/01/1901
Saint Clairsville1,0/01/1902
Saint Henry0,9/01/1904
Saint James0,5/16/1904
Saint Johns1,1/16/1903
Saint Louisville1,1/16/1903
Saint Marys0,6/01/1901
Saint Paris0,7/01/1901
Salem0,7/01/1901
Salesville0,9/02/1901
Salineville0,2/02/1903
Sandusky0,2/01/1902
Sarahsville0,7/01/1904
Sardinia0,9/15/1904
Sardis0,4/01/1903
Scio0,7/01/1902
Scioto0,4/15/1904
Sciotoville1,2/01/1902
Scipio Siding0,1/01/1904
Scipio Siding0,5/02/1904
Scipio Siding1,0/01/1903
Scott0,9/01/1903
Seaman0,4/15/1904
Selma0,9/15/1903
Senecaville1,0/15/1903
Sevenmile0,7/01/1903
Seville1,2/02/1901
Shade1,2/15/1904
Shandon0,9/01/1904
Shanesville1,0/01/1903
Sharon Center0,1/01/1903
Sharonville0,9/01/1903
Sharpsburg0,7/15/1904
Shelby0,9/02/1901
Shepard0,1/02/1901
Sherbondy0,7/01/1903
Sheridan0,4/15/1904
Sherodsville0,4/01/1903
Sherwood1,0/01/1903
Shiloh0,1/15/1901
Shreve0,5/01/1899
Sidney0,1/01/1899
Smithville0,7/01/1903
Solon0,5/01/1901
Somerset0,2/01/1902
Somerset0,2/02/1903
Somerville1,0/15/1896
Sonora1,2/02/1901
South Euclid0,2/01/1902
South Newbury0,1/15/1904
South Solon1,0/01/1903
South Webster0,3/01/1904
South Zanesville0,1/02/1901
Spencer0,3/02/1903
Spencers Station0,7/01/1903
Spencerville0,6/01/1901
Spokane0,4/01/1903
Spring Valley0,9/01/1902
Springfield0,7/05/1899
Stanley1,2/15/1904
Stanleyville0,8/01/1902
Sterling0,9/01/1904
Steubenville1,0/02/1899
Stewart0,7/01/1903
Stockport0,2/01/1904
Stonecreek0,5/02/1904
Storms0,7/01/1903
Stoutsville1,1/01/1900
Stryker1,0/01/1901
Suffield0,5/02/1904
Sugarcreek0,9/15/1903
Sugargrove0,7/01/1904
Sullivan1,0/01/1903
Summerfield0,9/15/1904
Sunbury0,2/01/1899
Swanders0,6/01/1904
Swanton1,0/15/1900
Swifts0,9/01/1904
Sycamore1,0/01/1901
Sylvania1,0/01/1901
Tadmor0,3/01/1902
Tallmadge0,7/01/1901
Thornville0,5/01/1900
Thurston1,1/01/1900
Tiffin0,7/01/1901
Tippecanoe1,2/01/1902
Tippecanoe City0,7/05/1899
Tiro0,7/01/1904
Toboso0,9/01/1902
Toledo0,6/04/1900
Tontogany0,3/01/1902
Toronto0,4/01/1903
Tremont City0,5/01/1902
Trenton0,7/01/1903
Trimble0,7/01/1903
Trinway1,1/15/1902
Trotwood1,2/15/1904
Troy1,0/01/1901
Twinsburg0,7/01/1903
Tyrrell0,4/15/1904
Union0,4/01/1903
Uniopolis1,1/02/1903
Upper Sandusky0,4/16/1900
Urbana0,1/01/1899
Urichsville0,3/01/1902
Utica1,0/01/1901
Valleycrossing0,7/01/1903
Vanatta0,9/01/1902
Vanburen1,0/15/1903
Vanlue1,0/15/1903
Vanwert0,7/02/1900
Vaughnsville1,0/01/1903
Venedocia0,2/01/1902
Venice0,9/01/1904
Vermilion0,4/15/1904
Versailles0,9/01/1902
Vincent0,6/02/1902
Vinton0,3/02/1903
Wadsworth1,2/02/1901
Wait1,2/01/1904
Wakeman0,1/15/1904
Waldo1,0/01/1903
Walhonding1,2/01/1903
Wapakoneta0,3/01/1901
Warren0,9/15/1900
Warrensville0,4/16/1900
Warsaw1,0/15/1903
Washington Court House,09/01/1902
