Name,Date,State
Rockwood,07/15/1904,Illinois
Romeoville,09/18/1899,Illinois
Roodhouse,02/01/1902,Illinois
Roscoe,07/23/1900,Illinois
Rosehill,07/01/1903,Illinois
Roseville,03/02/1903,Illinois
Rossville,06/04/1900,Illinois
Round Lake,06/15/1904,Illinois
Rushville,08/01/1901,Illinois
Russell,06/15/1904,Illinois
Rutland,02/16/1903,Illinois
Sadorus,05/01/1902,Illinois
Saint Anne,12/01/1902,Illinois
Saint Augustine,10/01/1902,Illinois
Saint Charles,06/01/1904,Illinois
Saint Elmo,01/01/1904,Illinois
Saint Francisville,03/01/1904,Illinois
Saint Jacob,12/01/1902,Illinois
Saint Joseph,02/16/1903,Illinois
Saint Peter,01/01/1904,Illinois
Salem,07/16/1900,Illinois
San Jose,09/01/1903,Illinois
Sandoval,05/02/1904,Illinois
Sandwich,02/16/1903,Illinois
Saunemin,02/02/1903,Illinois
Savanna,10/01/1903,Illinois
Savoy,12/15/1901,Illinois
Saybrook,09/15/1903,Illinois
Saybrook,10/01/1903,Illinois
Scales Mound,10/15/1904,Illinois
